							
"Inst
 Code"	Institute Name	Place	"Dist 
Code"	College Type	Year of Estab	Branch Name	"BC_D 
GIRLS"
MRIT	MALLAREDDY INST OF TECHNOLOGY AND SCI (AUTONOMOUS)	MAISAMMAGUDA	MDL	PVT	2005	COMPUTER SCIENCE AND ENGINEERING	64870
MRIT	MALLAREDDY INST OF TECHNOLOGY AND SCI (AUTONOMOUS)	MAISAMMAGUDA	MDL	PVT	2005	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	78784
MRIT	MALLAREDDY INST OF TECHNOLOGY AND SCI (AUTONOMOUS)	MAISAMMAGUDA	MDL	PVT	2005	ELECTRONICS AND COMMUNICATION ENGINEERING	117119
MRTN	ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS)	DHULAPALLY	MDL	PVT	2002	ARTIFICIAL INTELLIGENCE AND DATA SCIENCE	72539
MRTN	ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS)	DHULAPALLY	MDL	PVT	2002	ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING	67769
MRTN	ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS)	DHULAPALLY	MDL	PVT	2002	COMPUTER SCIENCE AND ENGINEERING	45671
MRTN	ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS)	DHULAPALLY	MDL	PVT	2002	COMPUTER SCIENCE & DESIGN	99292
MRTN	ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS)	DHULAPALLY	MDL	PVT	2002	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	56035
MRTN	ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS)	DHULAPALLY	MDL	PVT	2002	ELECTRONICS AND COMMUNICATION ENGINEERING	98074
MRTN	ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS)	DHULAPALLY	MDL	PVT	2002	ELECTRICAL AND ELECTRONICS ENGINEERING	144312
MRTN	ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS)	DHULAPALLY	MDL	PVT	2002	INFORMATION TECHNOLOGY	68503
MTEC	MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY	PEDDAPALLY	PDL	PVT	1999	COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY)	125578
MTEC	MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY	PEDDAPALLY	PDL	PVT	1999	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	143674
MTEC	MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY	PEDDAPALLY	PDL	PVT	1999	COMPUTER SCIENCE AND ENGINEERING	139441
MTEC	MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY	PEDDAPALLY	PDL	PVT	1999	COMPUTER SCIENCE AND INFORMATION TECHNOLOGY 	155386
MTEC	MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY	PEDDAPALLY	PDL	PVT	1999	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	156852
MTEC	MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY	PEDDAPALLY	PDL	PVT	1999	ELECTRONICS AND COMMUNICATION ENGINEERING	156852
MTEC	MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY	PEDDAPALLY	PDL	PVT	1999	ELECTRICAL AND ELECTRONICS ENGINEERING	45929
MVSR	M V S R ENGINEERING COLLEGE (AUTONOMOUS)	NADERGUL	RR	PVT	1981	CSE (IoT AND CYBER SECURITY INCLUDING BLOCK CHAIN TECHNOLOGY)	35400
MVSR	M V S R ENGINEERING COLLEGE (AUTONOMOUS)	NADERGUL	RR	PVT	1981	CIVIL ENGINEERING	110687
MVSR	M V S R ENGINEERING COLLEGE (AUTONOMOUS)	NADERGUL	RR	PVT	1981	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	21102
MVSR	M V S R ENGINEERING COLLEGE (AUTONOMOUS)	NADERGUL	RR	PVT	1981	COMPUTER SCIENCE AND ENGINEERING	17986
MVSR	M V S R ENGINEERING COLLEGE (AUTONOMOUS)	NADERGUL	RR	PVT	1981	COMPUTER SCIENCE AND INFORMATION TECHNOLOGY 	24599
MVSR	M V S R ENGINEERING COLLEGE (AUTONOMOUS)	NADERGUL	RR	PVT	1981	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	18874
MVSR	M V S R ENGINEERING COLLEGE (AUTONOMOUS)	NADERGUL	RR	PVT	1981	ELECTRONICS AND COMMUNICATION ENGINEERING	34513
MVSR	M V S R ENGINEERING COLLEGE (AUTONOMOUS)	NADERGUL	RR	PVT	1981	ELECTRICAL AND ELECTRONICS ENGINEERING	156852
MVSR	M V S R ENGINEERING COLLEGE (AUTONOMOUS)	NADERGUL	RR	PVT	1981	INFORMATION TECHNOLOGY	25752
MVSR	M V S R ENGINEERING COLLEGE (AUTONOMOUS)	NADERGUL	RR	PVT	1981	MECHANICAL ENGINEERING	156852
NGIT	NEIL GOGTE INST OF TECHNOLOGY	KACHIVANI SINGARAM	MDL	PVT	2018	COMPUTER SCIENCE	21986
NGIT	NEIL GOGTE INST OF TECHNOLOGY	KACHIVANI SINGARAM	MDL	PVT	2018	COMPUTER SCIENCE AND ENGINEERING	19193
NGIT	NEIL GOGTE INST OF TECHNOLOGY	KACHIVANI SINGARAM	MDL	PVT	2018	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	20900
NGMA	NIGAMA ENGINEERING COLLEGE	KARIMNAGAR	KRM	PVT	2008	COMPUTER SCIENCE AND ENGINEERING	156852
NIET	NETAJI INSTITUTE OF ENGINEERING AND TECHNOLOGY	CHOUTUPPAL	YBG	PVT	2004	CIVIL ENGINEERING	156852
NIET	NETAJI INSTITUTE OF ENGINEERING AND TECHNOLOGY	CHOUTUPPAL	YBG	PVT	2004	COMPUTER SCIENCE AND ENGINEERING	156852
NNRG	NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS)	GHATKESAR	MDL	PVT	2009	CIVIL ENGINEERING	54073
NNRG	NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS)	GHATKESAR	MDL	PVT	2009	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	91532
NNRG	NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS)	GHATKESAR	MDL	PVT	2009	COMPUTER SCIENCE AND ENGINEERING	63502
NNRG	NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS)	GHATKESAR	MDL	PVT	2009	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	93167
NNRG	NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS)	GHATKESAR	MDL	PVT	2009	ELECTRONICS AND COMMUNICATION ENGINEERING	123705
NNRG	NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS)	GHATKESAR	MDL	PVT	2009	INFORMATION TECHNOLOGY	93611
NRCM	NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS)	MAISAMMAGUDA	MDL	PVT	2007	CIVIL ENGINEERING	156852
NRCM	NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS)	MAISAMMAGUDA	MDL	PVT	2007	COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY)	93357
NRCM	NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS)	MAISAMMAGUDA	MDL	PVT	2007	COMPUTER SCIENCE AND ENGINEERING	77421
NRCM	NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS)	MAISAMMAGUDA	MDL	PVT	2007	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	95201
NRCM	NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS)	MAISAMMAGUDA	MDL	PVT	2007	ELECTRONICS AND COMMUNICATION ENGINEERING	119443
NRCM	NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS)	MAISAMMAGUDA	MDL	PVT	2007	ELECTRICAL AND ELECTRONICS ENGINEERING	139660
NRCM	NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS)	MAISAMMAGUDA	MDL	PVT	2007	INFORMATION TECHNOLOGY	125239
NRCM	NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS)	MAISAMMAGUDA	MDL	PVT	2007	MECHANICAL ENGINEERING	98813
NREC	NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS)	GHATKESAR	MDL	PVT	2001	ARTIFICIAL INTELLIGENCE AND DATA SCIENCE	104394
NREC	NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS)	GHATKESAR	MDL	PVT	2001	CIVIL ENGINEERING	156852
NREC	NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS)	GHATKESAR	MDL	PVT	2001	COMPUTER SCIENCE AND ENGINEERING	77979
NREC	NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS)	GHATKESAR	MDL	PVT	2001	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	80005
NREC	NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS)	GHATKESAR	MDL	PVT	2001	ELECTRONICS AND COMMUNICATION ENGINEERING	121594
NREC	NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS)	GHATKESAR	MDL	PVT	2001	ELECTRICAL AND ELECTRONICS ENGINEERING	156852
OUCE	O U COLLEGE OF ENGG  HYDERABAD	HYDERABAD	HYD	UNIV	1925	ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING	11458
OUCE	O U COLLEGE OF ENGG  HYDERABAD	HYDERABAD	HYD	UNIV	1925	BIO-MEDICAL ENGINEERING	38424
OUCE	O U COLLEGE OF ENGG  HYDERABAD	HYDERABAD	HYD	UNIV	1925	CIVIL ENGINEERING	47652
OUCE	O U COLLEGE OF ENGG  HYDERABAD	HYDERABAD	HYD	UNIV	1925	COMPUTER SCIENCE AND ENGINEERING	5403
OUCE	O U COLLEGE OF ENGG  HYDERABAD	HYDERABAD	HYD	UNIV	1925	ELECTRONICS AND COMMUNICATION ENGINEERING	11406
OUCE	O U COLLEGE OF ENGG  HYDERABAD	HYDERABAD	HYD	UNIV	1925	ELECTRICAL AND ELECTRONICS ENGINEERING	28226
OUCE	O U COLLEGE OF ENGG  HYDERABAD	HYDERABAD	HYD	UNIV	1925	MECHANICAL ENGINEERING	42451
OUCE	O U COLLEGE OF ENGG  HYDERABAD	HYDERABAD	HYD	UNIV	1925	MINING ENGINEERING	138415
OUCT	O U COLLEGE OF TECH  HYDERABAD	HYDERABAD	HYD	UNIV	1969	CHEMICAL ENGINEERING	75901
OUCT	O U COLLEGE OF TECH  HYDERABAD	HYDERABAD	HYD	UNIV	1969	FOOD TECHNOLOGY	124178
OUCT	O U COLLEGE OF TECH  HYDERABAD	HYDERABAD	HYD	UNIV	1969	TEXTILE TECHNOLOGY	156852
OUCTSF	O U COLLEGE OF TECH  HYDERABAD  - SELF FINANCE	HYDERABAD	HYD	SF	1969	FOOD TECHNOLOGY	131983
OUCTSF	O U COLLEGE OF TECH  HYDERABAD  - SELF FINANCE	HYDERABAD	HYD	SF	1969	TEXTILE TECHNOLOGY / TEXTILE ENGINEERING	156852
PALV	PALLAVI ENGINEERING COLLEGE	KUNTLOOR	RR	PVT	2009	CIVIL ENGINEERING	117671
PALV	PALLAVI ENGINEERING COLLEGE	KUNTLOOR	RR	PVT	2009	COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY)	123945
PALV	PALLAVI ENGINEERING COLLEGE	KUNTLOOR	RR	PVT	2009	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	134565
PALV	PALLAVI ENGINEERING COLLEGE	KUNTLOOR	RR	PVT	2009	COMPUTER SCIENCE AND ENGINEERING	109971
PALV	PALLAVI ENGINEERING COLLEGE	KUNTLOOR	RR	PVT	2009	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	156852
PALV	PALLAVI ENGINEERING COLLEGE	KUNTLOOR	RR	PVT	2009	ELECTRONICS AND COMMUNICATION ENGINEERING	156852
PALV	PALLAVI ENGINEERING COLLEGE	KUNTLOOR	RR	PVT	2009	ELECTRICAL AND ELECTRONICS ENGINEERING	156852
PETW	PRINCETON INST OF ENGG TECH FOR WOMEN	GHATKESAR	MDL	PVT	2009	CIVIL ENGINEERING	150872
PETW	PRINCETON INST OF ENGG TECH FOR WOMEN	GHATKESAR	MDL	PVT	2009	COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY)	154401
PETW	PRINCETON INST OF ENGG TECH FOR WOMEN	GHATKESAR	MDL	PVT	2009	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	156792
PETW	PRINCETON INST OF ENGG TECH FOR WOMEN	GHATKESAR	MDL	PVT	2009	COMPUTER SCIENCE AND ENGINEERING	112540
PETW	PRINCETON INST OF ENGG TECH FOR WOMEN	GHATKESAR	MDL	PVT	2009	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	156113
PETW	PRINCETON INST OF ENGG TECH FOR WOMEN	GHATKESAR	MDL	PVT	2009	ELECTRONICS AND COMMUNICATION ENGINEERING	99321
PRIW	PRIYADARSHINI INSTITUTE OF SCIENCE & TECHNOLOGY FOR WOMEN	KHAMMAM	KHM	PVT	2009	ARTIFICIAL INTELLIGENCE AND DATA SCIENCE	145128
PRIW	PRIYADARSHINI INSTITUTE OF SCIENCE & TECHNOLOGY FOR WOMEN	KHAMMAM	KHM	PVT	2009	COMPUTER SCIENCE AND ENGINEERING	121649
PRIW	PRIYADARSHINI INSTITUTE OF SCIENCE & TECHNOLOGY FOR WOMEN	KHAMMAM	KHM	PVT	2009	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	135664
PRIW	PRIYADARSHINI INSTITUTE OF SCIENCE & TECHNOLOGY FOR WOMEN	KHAMMAM	KHM	PVT	2009	ELECTRONICS AND COMMUNICATION ENGINEERING	122064
RITW	RISHI MS INST OF ENGG AND TECH FOR WOMEN	KUKATPALLY	MDL	PVT	2009	COMPUTER SCIENCE AND ENGINEERING	122436
RITW	RISHI MS INST OF ENGG AND TECH FOR WOMEN	KUKATPALLY	MDL	PVT	2009	ELECTRONICS AND COMMUNICATION ENGINEERING	144788
RITW	RISHI MS INST OF ENGG AND TECH FOR WOMEN	KUKATPALLY	MDL	PVT	2009	INFORMATION TECHNOLOGY	145164
SAIS	SAI SPURTI INSTITUTE OF TECHNOLOGY	SATHUPALLY	KHM	PVT	2001	ARTIFICIAL INTELLIGENCE AND DATA SCIENCE	129773
SAIS	SAI SPURTI INSTITUTE OF TECHNOLOGY	SATHUPALLY	KHM	PVT	2001	COMPUTER SCIENCE AND ENGINEERING	141262
SAIS	SAI SPURTI INSTITUTE OF TECHNOLOGY	SATHUPALLY	KHM	PVT	2001	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	156852
SAIS	SAI SPURTI INSTITUTE OF TECHNOLOGY	SATHUPALLY	KHM	PVT	2001	ELECTRONICS AND COMMUNICATION ENGINEERING	104796
SAIS	SAI SPURTI INSTITUTE OF TECHNOLOGY	SATHUPALLY	KHM	PVT	2001	ELECTRICAL AND ELECTRONICS ENGINEERING	120201
SBIT	SWARNA BHARATHI INSTITUTE OF SCI AND TECHNOLOGY	KHAMMAM	KHM	PVT	2003	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	109496
SBIT	SWARNA BHARATHI INSTITUTE OF SCI AND TECHNOLOGY	KHAMMAM	KHM	PVT	2003	COMPUTER SCIENCE AND ENGINEERING	119558
SBIT	SWARNA BHARATHI INSTITUTE OF SCI AND TECHNOLOGY	KHAMMAM	KHM	PVT	2003	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	111013
SBIT	SWARNA BHARATHI INSTITUTE OF SCI AND TECHNOLOGY	KHAMMAM	KHM	PVT	2003	ELECTRONICS AND COMMUNICATION ENGINEERING	140959
SBIT	SWARNA BHARATHI INSTITUTE OF SCI AND TECHNOLOGY	KHAMMAM	KHM	PVT	2003	ELECTRICAL AND ELECTRONICS ENGINEERING	139608
SDES	SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	2001	CIVIL ENGINEERING	156852
SDES	SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	2001	COMPUTER SCIENCE AND BUSINESS SYSTEM	156852
SDES	SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	2001	COMPUTER SCIENCE AND ENGINEERING	116285
SDES	SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	2001	COMPUTER SCIENCE AND INFORMATION TECHNOLOGY 	156852
SDES	SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	2001	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	118412
SDES	SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	2001	ELECTRONICS AND COMMUNICATION ENGINEERING	142802
SDES	SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	2001	ELECTRICAL AND ELECTRONICS ENGINEERING	156852
SDES	SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	2001	MECHANICAL ENGINEERING	156852
SDEW	SRIDEVI WOMENS ENGINEERING COLLEGE AUTONOMOUS	GANDIPET	RR	PVT	2001	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	85827
SDEW	SRIDEVI WOMENS ENGINEERING COLLEGE AUTONOMOUS	GANDIPET	RR	PVT	2001	COMPUTER SCIENCE AND ENGINEERING	69748
SDEW	SRIDEVI WOMENS ENGINEERING COLLEGE AUTONOMOUS	GANDIPET	RR	PVT	2001	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	91436
SDEW	SRIDEVI WOMENS ENGINEERING COLLEGE AUTONOMOUS	GANDIPET	RR	PVT	2001	ELECTRONICS AND COMMUNICATION ENGINEERING	115848
SDEW	SRIDEVI WOMENS ENGINEERING COLLEGE AUTONOMOUS	GANDIPET	RR	PVT	2001	INFORMATION TECHNOLOGY	119678
SDGI	SREE DATTHA GRP OF INSTNS	IBRAHIMPATAN	RR	PVT	2005	COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY)	146047
SDGI	SREE DATTHA GRP OF INSTNS	IBRAHIMPATAN	RR	PVT	2005	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	156852
SDGI	SREE DATTHA GRP OF INSTNS	IBRAHIMPATAN	RR	PVT	2005	COMPUTER SCIENCE AND ENGINEERING	127593
SDGI	SREE DATTHA GRP OF INSTNS	IBRAHIMPATAN	RR	PVT	2005	ELECTRONICS AND COMMUNICATION ENGINEERING	156852
SDGI	SREE DATTHA GRP OF INSTNS	IBRAHIMPATAN	RR	PVT	2005	ELECTRICAL AND ELECTRONICS ENGINEERING	85119
SIEI	SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	2008	CIVIL ENGINEERING	60637
SIEI	SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	2008	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	129337
SIEI	SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	2008	COMPUTER SCIENCE AND ENGINEERING	122719
SIEI	SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	2008	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	145703
SIEI	SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	2008	ELECTRONICS AND COMMUNICATION ENGINEERING	127234
SIEI	SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	2008	ELECTRICAL AND ELECTRONICS ENGINEERING	136934
SIEI	SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY (AUTONOMOUS)	IBRAHIMPATAN	RR	PVT	2008	MECHANICAL ENGINEERING	156852
SISG	SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES (AUTONOMOUS)	GHATKESAR	MDL	PVT	2008	CIVIL ENGINEERING	156852
SISG	SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES (AUTONOMOUS)	GHATKESAR	MDL	PVT	2008	COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY)	83682
SISG	SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES (AUTONOMOUS)	GHATKESAR	MDL	PVT	2008	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	93583
SISG	SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES (AUTONOMOUS)	GHATKESAR	MDL	PVT	2008	COMPUTER SCIENCE AND ENGINEERING	91067
SISG	SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES (AUTONOMOUS)	GHATKESAR	MDL	PVT	2008	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	96427
SISG	SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES (AUTONOMOUS)	GHATKESAR	MDL	PVT	2008	COMPUTER SCIENCE AND ENGINEERING (IOT)	156852
SISG	SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES (AUTONOMOUS)	GHATKESAR	MDL	PVT	2008	COMPUTER ENGINEERING(SOFTWARE ENGINEERING)	156852
SISG	SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES (AUTONOMOUS)	GHATKESAR	MDL	PVT	2008	ELECTRONICS AND COMMUNICATION ENGINEERING	156852
SISG	SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES (AUTONOMOUS)	GHATKESAR	MDL	PVT	2008	ELECTRICAL AND ELECTRONICS ENGINEERING	156852
SISG	SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES (AUTONOMOUS)	GHATKESAR	MDL	PVT	2008	MECHANICAL ENGINEERING	156852
SMSK	SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	GHATKESAR	MDL	PVT	2005	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	156852
SMSK	SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	GHATKESAR	MDL	PVT	2005	COMPUTER SCIENCE AND ENGINEERING	107159
SMSK	SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	GHATKESAR	MDL	PVT	2005	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	135108
SMSK	SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	GHATKESAR	MDL	PVT	2005	ELECTRONICS AND COMMUNICATION ENGINEERING	138496
SMSK	SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)	GHATKESAR	MDL	PVT	2005	ELECTRICAL AND ELECTRONICS ENGINEERING	156852
SNIS	SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY	GHATKESAR	MDL	PVT	1997	CIVIL ENGINEERING	156852
SNIS	SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY	GHATKESAR	MDL	PVT	1997	COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY)	22478
SNIS	SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY	GHATKESAR	MDL	PVT	1997	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	20485
SNIS	SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY	GHATKESAR	MDL	PVT	1997	COMPUTER SCIENCE AND ENGINEERING	17779
SNIS	SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY	GHATKESAR	MDL	PVT	1997	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	19515
SNIS	SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY	GHATKESAR	MDL	PVT	1997	COMPUTER SCIENCE AND ENGINEERING (IOT)	31626
SNIS	SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY	GHATKESAR	MDL	PVT	1997	ELECTRONICS AND COMMUNICATION ENGINEERING	35910
SNIS	SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY	GHATKESAR	MDL	PVT	1997	ELECTRICAL AND ELECTRONICS ENGINEERING	88076
SNIS	SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY	GHATKESAR	MDL	PVT	1997	INFORMATION TECHNOLOGY	25154
SNIS	SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY	GHATKESAR	MDL	PVT	1997	MECHANICAL ENGINEERING	145780
SNTI	SCIENT INSTITUTE OF TECHNOLOGY	IBRAHIMPATAN	RR	PVT	2001	ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING	135339
SNTI	SCIENT INSTITUTE OF TECHNOLOGY	IBRAHIMPATAN	RR	PVT	2001	COMPUTER SCIENCE AND ENGINEERING	133853
SNTI	SCIENT INSTITUTE OF TECHNOLOGY	IBRAHIMPATAN	RR	PVT	2001	ELECTRONICS AND COMMUNICATION ENGINEERING	108670
SNTI	SCIENT INSTITUTE OF TECHNOLOGY	IBRAHIMPATAN	RR	PVT	2001	ELECTRICAL AND ELECTRONICS ENGINEERING	121477
SPEC	ST PETERS ENGINEERING COLLEGE (AUTONOMOUS)	MEDCHAL	MDL	PVT	2007	COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY)	104937
SPEC	ST PETERS ENGINEERING COLLEGE (AUTONOMOUS)	MEDCHAL	MDL	PVT	2007	COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)	156852
SPEC	ST PETERS ENGINEERING COLLEGE (AUTONOMOUS)	MEDCHAL	MDL	PVT	2007	COMPUTER SCIENCE AND ENGINEERING	75305
SPEC	ST PETERS ENGINEERING COLLEGE (AUTONOMOUS)	MEDCHAL	MDL	PVT	2007	COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)	91939
SPEC	ST PETERS ENGINEERING COLLEGE (AUTONOMOUS)	MEDCHAL	MDL	PVT	2007	ELECTRONICS AND COMMUNICATION ENGINEERING	120264
SPEC	ST PETERS ENGINEERING COLLEGE (AUTONOMOUS)	MEDCHAL	MDL	PVT	2007	ELECTRICAL AND ELECTRONICS ENGINEERING	156852
